_index,_id,_version,_score,_source.agent.name,_source.agent.id,_source.manager.name,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.nist_800_53,_source.rule.gpg13,_source.rule.gdpr,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.agent.ip,_source.data.extra_data,_source.decoder.parent,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.reason,_source.data.sca.check.compliance.cis_csc_v8,_source.data.sca.check.compliance.soc_2,_source.data.sca.check.compliance.pci_dss_4.0,_source.data.sca.check.compliance.nist_sp_800-53,_source.data.sca.check.compliance.pci_dss_3.2.1,_source.data.sca.check.compliance.mitre_tactics,_source.data.sca.check.compliance.mitre_techniques,_source.data.sca.check.compliance.cis,_source.data.sca.check.compliance.cmmc_v2.0,_source.data.sca.check.compliance.iso_27001-2013,_source.data.sca.check.compliance.cis_csc_v7,_source.data.sca.check.compliance.mitre_mitigations,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.check.directory,_source.data.sca.check.command,_source.data.sca.type,_source.data.sca.policy,_source.rule.cis_csc_v8,_source.rule.nist_sp_800-53,_source.rule.mitre_tactics,_source.rule.mitre_techniques,_source.rule.cis,_source.rule.iso_27001-2013,_source.rule.mitre_mitigations,_source.rule.soc_2,_source.rule.cis_csc_v7,_source.data.sca.check.references,_source.data.sca.check.compliance.pci_dss_v4.0,_source.data.sca.check.compliance.pci_dss_v3.2.1,_source.data.sca.check.compliance.hipaa,_source.data.sca.check.file,_source.data.sca.check.compliance.nist_800-53,_source.data.sca.check.compliance.tsc,_source.rule.nist_800-53,_source.data.win.eventdata.subjectLogonId,_source.data.win.eventdata.subjectDomainName,_source.data.win.eventdata.targetLinkedLogonId,_source.data.win.eventdata.impersonationLevel,_source.data.win.eventdata.authenticationPackageName,_source.data.win.eventdata.targetLogonId,_source.data.win.eventdata.logonProcessName,_source.data.win.eventdata.logonGuid,_source.data.win.eventdata.targetUserName,_source.data.win.eventdata.keyLength,_source.data.win.eventdata.elevatedToken,_source.data.win.eventdata.subjectUserSid,_source.data.win.eventdata.processId,_source.data.win.eventdata.processName,_source.data.win.eventdata.targetDomainName,_source.data.win.eventdata.targetUserSid,_source.data.win.eventdata.virtualAccount,_source.data.win.eventdata.logonType,_source.data.win.eventdata.subjectUserName,_source.data.win.system.eventID,_source.data.win.system.keywords,_source.data.win.system.providerGuid,_source.data.win.system.level,_source.data.win.system.channel,_source.data.win.system.opcode,_source.data.win.system.message,_source.data.win.system.version,_source.data.win.system.systemTime,_source.data.win.system.eventRecordID,_source.data.win.system.threadID,_source.data.win.system.computer,_source.data.win.system.task,_source.data.win.system.processID,_source.data.win.system.severityValue,_source.data.win.system.providerName,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.data.win.eventdata.displayName,_source.data.win.eventdata.targetSid,_source.data.win.eventdata.privilegeList,_source.data.win.eventdata.addressLength,_source.data.win.eventdata.clientPID,_source.data.win.eventdata.address,_source.data.win.eventdata.queryName,_source.data.win.eventdata.data,_source.data.win.system.eventSourceName,_source.data.win.eventdata.ipAddress,_source.data.win.eventdata.workstationName,_source.data.win.eventdata.subStatus,_source.data.win.eventdata.ipPort,_source.data.win.eventdata.failureReason,_source.data.win.eventdata.status,_source.data.sca.check.compliance.cis_csc,_source.rule.cis_csc,_source.data.sca.check.registry,_source.data.sca.check.compliance.pci_dss,_source.data.sca.check.compliance.nist_800_53,_source.data.sca.check.compliance.gdpr_IV,_source.data.sca.check.compliance.gpg13,_source.rule.gdpr_IV,_source.data.sca.check.compliance.gpg_13,_source.rule.gpg_13,_source.data.sca.score,_source.data.sca.total_checks,_source.data.sca.file,_source.data.sca.policy_id,_source.data.sca.invalid,_source.data.sca.description,_source.data.sca.passed,_source.data.sca.failed,_source.data.win.eventdata.binary,_source.data.win.eventdata.serviceType,_source.data.win.eventdata.accountName,_source.data.win.eventdata.imagePath,_source.data.win.eventdata.startType,_source.data.win.eventdata.serviceName,_source.data.win.eventdata.param3,_source.data.win.eventdata.param4,_source.data.win.eventdata.param1,_source.data.win.eventdata.param2,_source.rule.info
wazuh-alerts-4.x-2025.11.19,dPirnJoB8m9leijeSewC,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,293,FALSE,7,"[""2.2"",""2.2.5""]", ,"[""CC7.1"",""CC7.2"",""CC6.3""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Enables or disables Windows Game Recording and Broadcasting' is set to 'Disabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:11:00.528",sca,1763565060,"Nov 19, 2025 @ 10:11:00.528",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Game Recording and Broadcasting\Enables or disables Windows Game Recording and Broadcasting. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template GameDVR.admx/adml that is included with the Microsoft Windows 10 RTM (Release 1507) Administrative Templates (or newer).", , , , , , , , ,18.9.87.1, , , , ,This setting enables or disables the Windows Game Recording and Broadcasting features. The recommended state for this setting is: Disabled.,26368,Ensure 'Enables or disables Windows Game Recording and Broadcasting' is set to 'Disabled'.,"If this setting is allowed, users could record and broadcast session info to external sites, which is both a risk of accidentally exposing sensitive company data (on-screen) outside the company as well as a privacy concern.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.87.1""]", , , , , , , , , , ,CC6.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\GameDVR""]",2.2.5, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,dvirnJoB8m9leijeSewC,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,295,FALSE,7,"[""2.2"",""2.2.5""]", ,"[""CC7.1"",""CC7.2"",""CC6.3""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Disabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:11:00.528",sca,1763565060,"Nov 19, 2025 @ 10:11:00.528",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Ink Workspace\Allow suggested apps in Windows Ink Workspace. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template WindowsInkWorkspace.admx/adml that is included with the Microsoft Windows 10 Release 1607 & Server 2016 Administrative Templates (or newer).", , , , , , , , ,18.9.89.1, , , , ,This policy setting determines whether suggested apps in Windows Ink Workspace are allowed. The recommended state for this setting is: Disabled.,26369,Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Disabled'.,This Microsoft feature is designed to collect data and suggest apps based on that data collected. Disabling this setting will help ensure your data is not shared with any third party., , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.89.1""]", , , , , , , , , , ,CC6.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\WindowsInkWorkspace""]",2.2.5, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,evirnJoB8m9leijeSewC,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,296,FALSE,7,"[""2.2"",""8.6""]", ,"[""CC7.1"",""CC7.2"",""CC6.1""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:11:00.566",sca,1763565060,"Nov 19, 2025 @ 10:11:00.566",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Logon Options\Sign-in and lock last interactive user automatically after a restart. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template WinLogon.admx/adml that is included with the Microsoft Windows 8.1 & Server 2012 R2 Administrative Templates (or newer). Note #2: In older Microsoft Windows Administrative Templates, this setting was initially named Sign-in last interactive user automatically after a system-initiated restart, but it was renamed starting with the Windows 10 Release 1903 Administrative Templates.", , , , , , , , ,18.9.91.1, , , , ,This policy setting controls whether a device will automatically sign-in the last interactive user after Windows Update restarts the system. The recommended state for this setting is: Disabled.,26374,Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled'.,"Disabling this feature will prevent the caching of user's credentials and unauthorized use of the device, and also ensure the user is aware of the restart.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.91.1""]", , , , , , , , , , ,CC6.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Policies\\System""]",8.6, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,e_irnJoB8m9leijeSewC,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,170,FALSE,3,"[""2.2"",""12.3.8""]", ,"[""CC7.1"",""CC7.2""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Turn on PowerShell Transcription' is set to 'Disabled'.,"[""sca""]",19008,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:11:00.587",sca,1763565060,"Nov 19, 2025 @ 10:11:00.587",192.168.56.1, , ,535947556,passed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows PowerShell\Turn on PowerShell Transcription. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template PowerShellExecutionPolicy.admx/adml that is included with the Microsoft Windows 10 RTM (Release 1507) Administrative Templates (or newer).", , , , , , , , ,18.9.100.2, , , , ,This Policy setting lets you capture the input and output of Windows PowerShell commands into text-based transcripts. The recommended state for this setting is: Disabled.,26376,Ensure 'Turn on PowerShell Transcription' is set to 'Disabled'.,If this setting is enabled there is a risk that passwords could get stored in plain text in the PowerShell_transcript output file., , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.100.2""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\PowerShell\\Transcription""]",12.3.8, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,ffirnJoB8m9leijeSewC,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,172,FALSE,3,"[""2.2"",""4.1""]","[""164.312.a.2.IV"",""164.312.e.1"",""164.312.e.2.I"",""164.312.e.2.II""]","[""CC7.1"",""CC7.2"",""CC6.1"",""CC6.7"",""CC7.2""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Allow Basic authentication' is set to 'Disabled'.,"[""sca""]",19008,"[""CM.1"",""SC.8""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:11:00.607",sca,1763565060,"Nov 19, 2025 @ 10:11:00.607",192.168.56.1, , ,535947556,passed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Client\Allow Basic authentication. Note: This Group Policy path is provided by the Group Policy template WindowsRemoteManagement.admx/adml that is included with all versions of the Microsoft Windows Administrative Templates.", , , , , , , , ,18.9.102.1.1, , , , ,"This policy setting allows you to manage whether the Windows Remote Management (WinRM) client uses Basic authentication. The recommended state for this setting is: Disabled. Note: Clients that use Microsoft's Exchange Online service (Office 365) will require an exception to this recommendation, to instead have this setting set to Enabled. Exchange Online uses Basic authentication over HTTPS, and so the Exchange Online authentication traffic will still be safely encrypted.",26377,Ensure 'Allow Basic authentication' is set to 'Disabled'.,Basic authentication is less robust than other authentication methods available in WinRM because credentials including passwords are transmitted in plain text. An attacker who is able to capture packets on the network where WinRM is running may be able to determine the credentials used for accessing remote hosts via WinRM., , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.102.1.1""]", , , , , , , ,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II", , ,"CC6.1,CC6.7,CC7.2", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.1,"[""3.10""]","[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\WinRM\\Client""]",4.1,SC.8, , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,hfirnJoB8m9leijeSewC,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,300,FALSE,7,"[""2.2""]", ,"[""CC7.1"",""CC7.2""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Allow clipboard sharing with Windows Sandbox' is set to 'Disabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:11:00.689",sca,1763565060,"Nov 19, 2025 @ 10:11:00.689",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Sandbox\Allow clipboard sharing with Windows Sandbox. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template WindowsSandbox.admx/adml that is included with the Microsoft Windows 10 Release 21H2 Administrative Templates (or newer).", , , , , , , , ,18.9.104.1, , , , ,"This policy setting enables or disables clipboard sharing with the Windows sandbox. The recommended state for this setting is: Disabled. Note: The Windows Sandbox feature was first introduced in Windows 10 R1903, and allows a temporary ""clean install"" virtual instance of Windows to be run inside the host, for the ostensible purpose of testing applications without making changes to the host.",26385,Ensure 'Allow clipboard sharing with Windows Sandbox' is set to 'Disabled'.,Disabling copy and paste decreases the attack surface exposed by the Windows Sandbox and possible exposure of untrusted applications to the internal network., , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.104.1""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\Sandbox""]", , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,h_irnJoB8m9leijeSewC,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,302,FALSE,7,"[""2.2"",""7.1""]", ,"[""CC7.1"",""CC7.2"",""CC6.4""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Prevent users from modifying settings' is set to 'Enabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:11:00.713",sca,1763565060,"Nov 19, 2025 @ 10:11:00.713",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Security\App and browser protection\Prevent users from modifying settings. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template WindowsDefenderSecurityCenter.admx/adml that is included with the Microsoft Windows 10 Release 1709 Administrative Templates (or newer).", , , , , , , , ,18.9.105.2.1, , , , ,This policy setting prevent users from making changes to the Exploit protection settings area in the Windows Security settings. The recommended state for this setting is: Enabled.,26387,Ensure 'Prevent users from modifying settings' is set to 'Enabled'.,Only authorized IT staff should be able to make changes to the exploit protection settings in order to ensure the organizations specific configuration is not modified., , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.105.2.1""]", , , , , , , , , , ,CC6.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.5,"[""10.5""]","[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows Defender Security Center\\App and Browser protection""]",7.1, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,iPirnJoB8m9leijeSewC,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,177,FALSE,3,"[""2.2"",""6.2""]","[""164.312.b""]","[""CC7.1"",""CC7.2"",""A1.2"",""CC6.8""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled'.,"[""sca""]",19008,"[""CM.1"",""SI.2"",""SA.11"",""SI.4""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:11:00.714",sca,1763565060,"Nov 19, 2025 @ 10:11:00.714",192.168.56.1, , ,535947556,passed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Update\Legacy Policies\No auto-restart with logged on users for scheduled automatic updates installations. Note: This Group Policy path is provided by the Group Policy template WindowsUpdate.admx/adml that is included with all versions of the Microsoft Windows Administrative Templates. Note #2: In older Microsoft Windows Administrative Templates, this setting was initially named No auto-restart for scheduled Automatic Updates installations, but it was renamed starting with the Windows 7 & Server 2008 R2 Administrative Templates.", , , , , , , , ,18.9.108.1.1, , , , ,"This policy setting specifies that Automatic Updates will wait for computers to be restarted by the users who are logged on to them to complete a scheduled installation. The recommended state for this setting is: Disabled. Note: This setting applies only when you configure Automatic Updates to perform scheduled update installations. If you configure the Configure Automatic Updates setting to Disabled, this setting has no effect.",26388,Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled'.,"Some security updates require that the computer be restarted to complete an installation. If the computer cannot restart automatically, then the most recent update will not completely install and no new updates will download to the computer until it is restarted. Without the auto-restart functionality, users who are not security-conscious may choose to indefinitely delay the restart, therefore keeping the computer in a less secure state.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.108.1.1""]", , , , , , , ,164.312.b, , ,"A1.2,CC6.8", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.3,"[""7.3""]","[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\WindowsUpdate\\AU""]",6.2,"SI.2,SA.11,SI.4",35.7.d, ,"[""35.7.d""]",4.3,"[""4.3""]", , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,jPirnJoB8m9leijeSewC,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,179,FALSE,3,"[""2.2"",""4.1""]","[""164.312.a.2.IV"",""164.312.e.1"",""164.312.e.2.I"",""164.312.e.2.II""]","[""CC7.1"",""CC7.2"",""CC6.1"",""CC6.7"",""CC7.2""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Manage preview builds' is set to 'Disabled'.,"[""sca""]",19008,"[""CM.1"",""SC.8""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:11:00.752",sca,1763565060,"Nov 19, 2025 @ 10:11:00.752",192.168.56.1, , ,535947556,passed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Update\Manage updates offered from Windows Update\Manage preview builds. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template WindowsUpdate.admx/adml that is included with the Microsoft Windows 10 Release 1709 Administrative Templates (or newer).", , , , , , , , ,18.9.108.4.1, , , , ,"This policy setting manage which updates that are receive prior to the update being released. Dev Channel: Ideal for highly technical users. Insiders in the Dev Channel will receive builds from our active development branch that is earliest in a development cycle. These builds are not matched to a specific Windows 10 release. Beta Channel: Ideal for feature explorers who want to see upcoming Windows 10 features. Your feedback will be especially important here as it will help our engineers ensure key issues are fixed before a major release. Release Preview Channel (default): Insiders in the Release Preview Channel will have access to the upcoming release of Windows 10 prior to it being released to the world. These builds are supported by Microsoft. The Release Preview Channel is where we recommend companies preview and validate upcoming Windows 10 releases before broad deployment within their organization. The recommended state for this setting is: Disabled. Note: Preview Build enrollment requires a telemetry level setting of 2 or higher and your domain registered on insider.windows.com. For additional information on Preview Builds, see: https://aka.ms/wipforbiz",26392,Ensure 'Manage preview builds' is set to 'Disabled'.,"It can be risky for experimental features to be allowed in an enterprise managed environment because this can introduce bugs and security holes into systems, making it easier for an attacker to gain access. It is generally preferred to only use production-ready builds.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.108.4.1""]", , , , , , , ,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II", , ,"CC6.1,CC6.7,CC7.2", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.5,"[""2.5""]","[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\WindowsUpdate""]",4.1,SC.8, , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,SfirnJoB8m9leijeJurz,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,1,FALSE,3,"[""10.6.1"",""10.2.6""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8""]",Wazuh agent stopped.,"[""ossec""]",506,"[""AU.6"",""AU.14"",""AU.5""]","[""10.1""]","[""IV_35.7.d""]",ossec,ossec: Agent stopped: 'Mr-Chandan-Prasad-indian->any'.,log,"Nov 19, 2025 @ 10:10:44.945",wazuh-remoted,1763565044,"Nov 19, 2025 @ 10:10:44.945",192.168.56.1,Mr-Chandan-Prasad-indian->any,ossec, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""Disable or Modify Tools""]","[""T1562.001""]","[""Defense Evasion""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,S_irnJoB8m9leijeJ-pr,1,1,wazuh.manager,0,wazuh.manager,1,FALSE,3,"[""2.2""]", ,"[""CC7.1"",""CC7.2""]",CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure mounting of squashfs filesystems is disabled.,"[""sca""]",19009,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:49.533",sca,1763565050,"Nov 19, 2025 @ 10:10:49.533", , , ,1574793156,not applicable,"Run the following script to disable squashfs: #!/usr/bin/env bash { l_mname=""squashfs"" # set module name # Check if the module exists on the system if [ -z ""$(modprobe -n -v ""$l_mname"" 2>&1 | grep -Pi -- ""\h*modprobe:\h+FATAL:\h+Module\h+$l_mname\h+not\h+found\h+in\h+directory"")"" ]; then # Remediate loadable l_loadable=""$(modprobe -n -v ""$l_mname"")"" [ ""$(wc -l <<< ""$l_loadable"")"" -gt ""1"" ] && l_loadable=""$(grep -P -- ""(^\h*install|$l_mname)"" <<< ""$l_loadable"")"" if ! grep -Pq -- '^\h*install /bin/(true|false)' <<< ""$l_loadable""; then echo -e "" - setting module: ""$l_mname"" to be not loadable"" echo -e ""install $l_mname /bin/false"" >> /etc/modprobe.d/""$l_mname"".conf fi # Remediate loaded if lsmod | grep ""$l_mname"" > /dev/null 2>&1; then echo -e "" - unloading module ""$l_mname"""" modprobe -r ""$l_mname"" fi # Remediate deny list if ! modprobe --showconfig | grep -Pq -- ""^\h*blacklist\h+$l_mname""; then echo -e "" - deny listing ""$l_mname"""" echo -e ""blacklist $l_mname"" >> /etc/modprobe.d/ $l_mname"".conf fi else echo -e "" - Nothing to remediate\n - Module ""$l_mname"" doesn't exist on the system"" fi}.",Invalid path or wrong permissions to run command 'modprobe -n -v squashfs',4.8,"CC6.3,CC6.6","1.2.5,2.2.4,6.4.1",CM-7,"1.1.6,1.2.1,2.2.2,2.2.5",TA0005,T1005,1.1.1.1,"CM.L2-3.4.7,CM.L2-3.4.8,SC.L2-3.13.6",A.13.1.3,9.2,M1050,The squashfs filesystem type is a compressed read-only Linux filesystem embedded in small footprint systems. A squashfs image can be used without having to first decompress the image.,31000,Ensure mounting of squashfs filesystems is disabled.,"Removing support for unneeded filesystem types reduces the local attack surface of the system. If this filesystem type is not needed, disable it.","[""/etc/modprobe.d""]","[""modprobe -n -v squashfs"",""lsmod""]",check,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.,"[""4.8""]","[""CM-7""]","[""TA0005""]","[""T1005""]","[""1.1.1.1""]","[""A.13.1.3""]","[""M1050""]","[""CC6.3"",""CC6.6""]","[""9.2""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,UPirnJoB8m9leijeJ-pr,1,1,wazuh.manager,0,wazuh.manager,6,FALSE,3,"[""2.2""]","[""164.308(a)(3)(i)"",""164.308(a)(3)(ii)(A)"",""164.312(a)(1)""]","[""CC7.1"",""CC7.2""]",CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure nosuid option set on /tmp partition.,"[""sca""]",19009,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:49.635",sca,1763565049,"Nov 19, 2025 @ 10:10:49.635", , , ,1574793156,not applicable,"Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /tmp partition. Example: <device> /tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /tmp with the configured options: # mount -o remount /tmp.",Invalid path or wrong permissions to run command 'findmnt --kernel /tmp',3.3,"CC5.2,CC6.1", ,"AC-3,MP-2", ,TA0005,"T1548,T1548.001",1.1.2.4,"AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.3,AC.L2-3.1.5,MP.L2-3.8.2",A.9.1.1,14.6,M1022,The nosuid mount option specifies that the filesystem cannot contain setuid files.,31005,Ensure nosuid option set on /tmp partition.,"Since the /tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot create setuid files in /tmp.", ,"[""findmnt --kernel /tmp""]",check,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.,"[""3.3""]","[""AC-3"",""MP-2""]","[""TA0005""]","[""T1548"",""T1548.001""]","[""1.1.2.4""]","[""A.9.1.1""]","[""M1022""]","[""CC5.2"",""CC6.1""]","[""14.6""]", ,"1.3.1,7.1","7.1,7.1.1,7.1.2,7.1.3","164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
